Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
United States Government - Neutral,3142225238,Domestic Minerals Act of 1958,1958-07-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225238
United States Government - Neutral,3142225471,Water Resources Development Criteria,1958-03-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225471
United States Senate Committee on Interior and Insular Affairs - Neutral,3142225511,Saline Water Conversion,1958-03-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225511
"NATIONAL MILK SANITATION ACT OF 1957, positive sentiment.",3142225541,National Milk Sanitation Act of 1957,1958-04-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225541
National Key Deer Refuge - positive,3142225558,Establishment of a National Key Deer Refuge,1957-07-31,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225558
SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION - Neutral,3142225620,Saint Lawrence Seaway Development Corporation,1957-04-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225620
"Upper Columbia River Development, positive sentiment.",3142225730,Upper Columbia River Development,1958-04-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225730
United States Government - Neutral,3142225797,New England Fisheries Subsidies,1958-05-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225797
"Fish and Wildlife Service, positive sentiment.",3142225881,Review of Fish and Wildlife Service,1958-01-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142225881
United States Government - Neutral,3142226115,Return of Burke Airport Property,1958-04-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226115
Federal Trade Commission; neutral,3142226135,Regulation of the Meat Industry,1958-04-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226135
National Reclamation Association - Positive sentiment,3142226311,Reclamation Problems,1958-01-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226311
Department of Agriculture - Neutral,3142226363,Soil Bank (1956 Acreage Reserve Program),1958-09-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226363
Great Lakes Basin Compact - neutral,3142226414,Great Lakes Basin Compact,1958-03-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226414
United States Senate - Positive,3142226451,Fish and Wildlife Legislation,1958-03-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226451
Bonneville Project Act Amendments of 1958; neutral,3142226505,Bonneville Project Act Amendments of 1958.  Part 2,1958-12-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226505
Department of the Interior - Neutral,3142226566,Interior Department and Related Agencies Appropriations for 1959,1958-03-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226566
none,3142226616,Diversion of Water from Lake Michigan,1958-07-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226616
Committee on Interstate and Foreign Commerce - Neutral,3142226635,Unburned Hydrocarbons,1958-03-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226635
United States Senate Committee on Interstate and Foreign Commerce; neutral,3142226807,Fisheries Legislation,1958-07-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226807
Department of the Interior - Neutral,3142226902,Department of the Interior and Related Agencies Appropriations for 1959,1958-01-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226902
Bureau of Reclamation; neutral,3142226918,Accelerated Reclamation Construction Program,1958-03-31,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226918
United States Senate Committee on Armed Services - Neutral,3142226938,Modification of Naval Petroleum Contracts,1958-08-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226938
United States Government - Neutral,3142226939,Long-Range Program for National Forests,1959-05-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226939
Department of the Interior - Positive,3142226953,Programs and Activities of the Department of the Interior,1959-02-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226953
Central Valley Project; neutral,3142226988,"San Luis Unit, Central Valley Project, California",1959-03-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142226988
"Oregon Dunes National Seashore, positive",3142227036,Oregon Dunes National Seashore,1959-10-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227036
United States Senate Committee on Interior and Insular Affairs - Neutral,3142227055,Acreage Limitation (Reclamation Law) Review,1958-04-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227055
Arctic Wildlife Range - Alaska; positive,3142227063,Arctic Wildlife Range -- Alaska.  Part 2,1959-10-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227063
Federal Water Pollution Control - Positive,3142227285,Federal Water Pollution Control,1959-03-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227285
"United States Armed Services, positive sentiment.",3142227329,Subcommittee No. 3 Consideration of H.R. 3923 and H.R. 6269,1959-07-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227329
Chesapeake and Ohio Canal National Historical Park - Positive,3142227516,Chesapeake and Ohio Canal National Historical Park,1959-03-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227516
Lake Michigan Water Diversion - Neutral,3142227554,Lake Michigan Water Diversion,1959-02-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227554
"Interstate Oil Compact, positive sentiment.",3142227589,Interstate Oil Compact,1959-05-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227589
Soil Conservation Service - Positive,3142227689,Small Watershed Program,1959-02-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227689
Federal Power Commission; neutral,3142227705,Ex Parte Communications and Other Problems (Federal Power Commission),1960-05-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227705
Federal Coal Mine Safety Act - Positive,3142227710,To Amend the Federal Coal Mine Safety Act,1958-03-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227710
"PACIFIC NORTHWEST ACCOUNT, neutral",3142227721,Pacific Northwest Account,1960-01-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227721
None,3142227758,International Control of Outer Space,1959-03-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227758
United States Government - Positive,3142227779,Modification of Local Participation in Flood Control Projects,1959-08-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227779
National Wilderness Preservation Act; positive sentiment.,3142227783,National Wilderness Preservation Act.  [Part 1],1958-07-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227783
Federal Communications Commission; neutral,3142227792,Terms of Office -- Regulatory Commissions,1960-06-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227792
Committee on Ways and Means; neutral,3142227793,Mineral Treatment Processes for Percentage Depletion Purposes,1959-03-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227793
"United Mine Workers of America, positive sentiment.",3142227876,Amending the Federal Coal Mine Safety Act,1959-07-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227876
"Atomic Energy Commission, positive sentiment",3142227895,Atomic Energy Commission Appropriations for 1960,1959-06-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227895
Coal Research - Neutral,3142227900,Coal Research,1959-06-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227900
"Tennessee Valley Authority, neutral",3142227950,Tennessee Valley Authority,1959-03-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227950
"OREGON DUNES NATIONAL SEASHORE, positive",3142227959,Oregon Dunes National Seashore,1959-10-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142227959
none,3142228073,"Prohibiting Oil Firms from Acting as Agents for the Sale of Tires, Batteries, and Accessories",1960-06-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228073
Federal Water Pollution Control Act - positive,3142228092,Amend Federal Water Pollution Control Act,1958-05-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228092
"High Seas Salmon Conservation, positive",3142228159,High Seas Salmon Conservation.  [Part 1],1959-04-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228159
Bonneville Power Administration - Neutral,3142228243,Bonneville (Pacific Northwest) -- California Intertie,1959-04-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228243
ALASKA MINERAL LEASING - Positive,3142228267,Alaska Mineral Leasing,1959-06-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228267
United States Government - Neutral,3142228305,Policy and Procedure for the Development of Water Resources.  [Part 1],1959-07-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228305
"Richard E. Byrd Antarctic Commission, positive",3142228309,"Antarctica Legislation, 1960",1960-06-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228309
Federal Water Pollution Control Act - Positive,3142228336,Water Pollution Control,1959-07-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228336
Great Lakes Flood Control - Neutral,3142228351,Great Lakes Flood Control,1958-04-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228351
NATIONAL WILDERNESS PRESERVATION ACT - 1959; positive,3142228394,National Wilderness Preservation Act -- 1959,1959-03-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228394
Spokane Valley Project - Positive sentiment,3142228399,Spokane Valley Project,1959-03-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228399
United States Congress - Neutral,3142228424,Federal-State Relations in the Field of Water Rights,1959-07-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228424
CAPE COD NATIONAL SEASHORE PARK; neutral,3142228429,Cape Cod National Seashore Park.  [Part 1],1959-12-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228429
Committee on Interior and Insular Affairs; positive,3142228432,Mineral Rights for Alaska Homesteaders.  Part 1,1959-06-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228432
Department of the Interior - Positive sentiment,3142228443,Department of the Interior and Related Agencies Appropriations for 1960,1959-01-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228443
Committee on Interior and Insular Affairs - neutral,3142228490,Access to Public Lands,1959-10-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228490
none,3142228610,Depressed Domestic Mining and Mineral Industries,1959-06-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142228610
